locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SGL_RS05040,SGL_RS05040,NC_000911.1,slr1383,679690,680178,+,type II toxin-antitoxin system VapC family toxin,Function unknown,,Op409
SGL_RS05050,SGL_RS05050,NC_000911.1,slr1384,680397,681572,+,lipid-A-disaccharide synthase-related protein,Function unknown,,Op298
SGL_RS05055,SGL_RS05055,NC_000911.1,slr1385,681707,682675,+,GAF domain-containing protein,Signal transduction mechanisms,,Op1081
SGL_RS05060,SGL_RS05060,NC_000911.1,ssr2318,682854,683117,+,hypothetical protein,No COG annotation,,Op1836
SGL_RS05065,SGL_RS05065,NC_000911.1,sll1297,683140,684153,-,aromatic ring-hydroxylating dioxygenase subunit alpha,Inorganic ion transport and metabolism,,Op1108
SGL_RS05070,SGL_RS05070,NC_000911.1,ssl2559,684143,684439,-,2Fe-2S iron-sulfur cluster-binding protein,Energy production and conversion,,Op1108
SGL_RS05075,SGL_RS05075,NC_000911.1,sll1296,684560,687334,-,hybrid sensor histidine kinase/response regulator,Cell motility,,Op2191
SGL_RS05080,SGL_RS05080,NC_000911.1,sll1294,687391,690252,-,HAMP domain-containing methyl-accepting chemotaxis protein,Cell motility,,Op975
SGL_RS05085,SGL_RS05085,NC_000911.1,sll1293,690399,690866,-,chemotaxis protein CheW,Cell motility,,Op1727
SGL_RS05090,SGL_RS05090,NC_000911.1,sll1292,690899,691264,-,response regulator,Transcription,A0A6P1VHW6_9SYNC,Op1727
SGL_RS05095,SGL_RS05095,NC_000911.1,sll1291,691371,692492,-,response regulator,Transcription,,Op436
SGL_RS05100,SGL_RS05100,NC_000911.1,sll1290,693211,695211,-,ribonuclease R,"Translation, ribosomal structure and biogenesis",,Op1204
SGL_RS05105,SGL_RS05105,NC_000911.1,sll1289,695290,695874,-,thioredoxin family protein,"Post-translational modification, protein turnover, and chaperones",,Op700
SGL_RS05110,ftsH1,NC_000911.1,slr1390,695975,697972,+,ATP-dependent zinc metalloprotease FtsH1,"Post-translational modification, protein turnover, and chaperones",,Op678
SGL_RS05115,SGL_RS05115,NC_000911.1,slr1391,697988,698458,+,hypothetical protein,Function unknown,,Op678
SGL_RS05120,SGL_RS05120,NC_000911.1,ssr2333,698723,698962,+,ferrous iron transport protein A,No COG annotation,,Op288
SGL_RS05125,feoB,NC_000911.1,slr1392,698970,700814,+,ferrous iron transport protein B,No COG annotation,,Op288
SGL_RS05130,SGL_RS05130,NC_000911.1,ssl2542,701138,701350,-,chlorophyll a/b-binding protein,No COG annotation,A0A6P1VMU7_9SYNC,Op1839
SGL_RS05135,SGL_RS05135,NC_000911.1,slr1393,701415,704267,+,GAF domain-containing protein,Signal transduction mechanisms,,Op120
SGL_RS05140,SGL_RS05140,NC_000911.1,slr1394,704390,704845,+,divergent PAP2 family protein,Function unknown,A0A6P1VE23_9SYNC,Op774
SGL_RS05145,SGL_RS05145,NC_000911.1,,704870,705064,+,hypothetical protein,No COG annotation,A0A6P1VHX6_9SYNC,
SGL_RS05150,SGL_RS05150,NC_000911.1,sll1286,705307,706017,-,TetR/AcrR family transcriptional regulator,Transcription,,Op912
SGL_RS05155,SGL_RS05155,NC_000911.1,slr1395,706055,707131,+,hypothetical protein,Function unknown,,Op2264
SGL_RS05160,SGL_RS05160,NC_000911.1,slr1396,707437,708054,+,hypothetical protein,No COG annotation,,Op1072
SGL_RS05165,SGL_RS05165,NC_000911.1,slr1397,708189,708812,+,hypothetical protein,No COG annotation,,Op2123
SGL_RS05170,SGL_RS05170,NC_000911.1,slr1398,709090,709797,+,hypothetical protein,No COG annotation,,Op2422
SGL_RS05175,cofG,NC_000911.1,sll1285,710036,710977,-,7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofG,Coenzyme transport and metabolism,,Op38
SGL_RS05180,SGL_RS05180,NC_000911.1,sll1284,710981,711595,-,alpha/beta hydrolase,Function unknown,,Op38
SGL_RS05185,SGL_RS05185,NC_000911.1,sll1283,711608,712768,-,SpoIID/LytB domain-containing protein,"Cell cycle control, cell division, chromosome partitioning",,Op38
SGL_RS05190,SGL_RS05190,NC_000911.1,slr1699,712931,713779,+,DUF1350 family protein,Function unknown,,Op1638
SGL_RS05195,SGL_RS05195,NC_000911.1,sll1584,713774,714178,-,ferredoxin,Energy production and conversion,,Op2146
SGL_RS05200,SGL_RS05200,NC_000911.1,sll1583,714465,716153,-,DNA ligase,"Replication, recombination and repair",,Op2466
SGL_RS05205,SGL_RS05205,NC_000911.1,sll1582,716309,719665,-,DEAD/DEAH box helicase,"Replication, recombination and repair",,Op106
SGL_RS05210,SGL_RS05210,NC_000911.1,sll1581,719733,721238,-,SLBB domain-containing protein,Cell wall/membrane/envelope biogenesis,,Op277
SGL_RS05215,SGL_RS05215,NC_000911.1,ssr2843,721429,721692,+,TIGR02450 family Trp-rich protein,Function unknown,,Op478
SGL_RS05220,SGL_RS05220,NC_000911.1,slr1702,721724,722479,+,DUF1995 family protein,Function unknown,,Op478
SGL_RS05225,serS,NC_000911.1,slr1703,722570,723862,+,serine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op1249
SGL_RS05230,SGL_RS05230,NC_000911.1,ssl3093,724094,724345,-,phycobilisome linker polypeptide,Inorganic ion transport and metabolism,A0A6P1VC75_9SYNC,Op2302
SGL_RS05235,SGL_RS05235,NC_000911.1,sll1580,724492,725367,-,phycobilisome linker polypeptide,Coenzyme transport and metabolism,A0A6P1VFB1_9SYNC,Op318
SGL_RS05240,SGL_RS05240,NC_000911.1,sll1579,725413,726234,-,phycobilisome linker polypeptide,Coenzyme transport and metabolism,,Op1496
SGL_RS05245,cpcA,NC_000911.1,sll1578,726349,726837,-,phycocyanin subunit alpha,Energy production and conversion,A0A6P1VE95_9SYNC,Op326
SGL_RS05250,SGL_RS05250,NC_000911.1,sll1577,726948,727466,-,phycocyanin subunit beta,Energy production and conversion,A0A6P1VE44_9SYNC,Op326
SGL_RS05255,SGL_RS05255,NC_000911.1,ssr2848,728271,728489,+,hypothetical protein,No COG annotation,A0A6P1VHZ1_9SYNC,Op2352
SGL_RS05260,SGL_RS05260,NC_000911.1,slr1704,728660,729484,+,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",,Op1656
SGL_RS05265,SGL_RS05265,NC_000911.1,,729671,729871,+,hypothetical protein,No COG annotation,,
SGL_RS05270,SGL_RS05270,NC_000911.1,,730108,731674,-,serine/threonine-protein kinase,Transcription,,
SGL_RS05280,SGL_RS05280,NC_000911.1,sll1573,731748,732191,-,hypothetical protein,No COG annotation,A0A6P1VFE7_9SYNC,Op2407
SGL_RS05285,SGL_RS05285,NC_000911.1,slr1705,732418,733284,+,aspartoacylase,Amino acid transport and metabolism,,Op474
SGL_RS05290,SGL_RS05290,NC_000911.1,slr1706,733401,734432,+,NAD-dependent epimerase/dehydratase family protein,Carbohydrate transport and metabolism,,Op1773
SGL_RS05295,SGL_RS05295,NC_000911.1,ssr2857,734665,734859,+,heavy-metal-associated domain-containing protein,Inorganic ion transport and metabolism,,Op1975
SGL_RS05300,SGL_RS05300,NC_000911.1,slr1708,734985,736220,+,M23 family metallopeptidase,Cell wall/membrane/envelope biogenesis,,Op2598
SGL_RS05305,SGL_RS05305,NC_000911.1,sll1572,736435,737811,-,trans-splicing intein-formed DNA polymerase III subunit alpha C-terminal partner DnaE-C,"Replication, recombination and repair",,Op728
SGL_RS05310,SGL_RS05310,NC_000911.1,sll1571,737867,738808,-,hypothetical protein,Function unknown,,Op1486
SGL_RS05315,SGL_RS05315,NC_000911.1,sll1570,738909,739613,-,hypothetical protein,Carbohydrate transport and metabolism,,Op2183
SGL_RS05320,SGL_RS05320,NC_000911.1,slr1710,739682,741931,+,PBP1A family penicillin-binding protein,Cell wall/membrane/envelope biogenesis,,Op1267
SGL_RS05325,SGL_RS05325,NC_000911.1,sll1568,742080,742688,-,PAP/fibrillin family protein,Function unknown,,Op570
SGL_RS05330,SGL_RS05330,NC_000911.1,sll1927,742780,744732,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,Op262
SGL_RS05335,SGL_RS05335,NC_000911.1,,744810,745064,-,hypothetical protein,No COG annotation,A0A6P1VJT3_9SYNC,
SGL_RS05335,SGL_RS05335,NC_000911.1,,744810,745064,-,hypothetical protein,No COG annotation,A0A068MYP8_SYNY4,
SGL_RS05340,SGL_RS05340,NC_000911.1,slr2005,745339,746124,+,MBL fold metallo-hydrolase,Function unknown,,Op718
SGL_RS05345,SGL_RS05345,NC_000911.1,sll1925,746303,747019,-,DUF2301 domain-containing membrane protein,Function unknown,,Op1315
SGL_RS05350,SGL_RS05350,NC_000911.1,slr2006,747234,747578,+,NADH-quinone oxidoreductase subunit K,Inorganic ion transport and metabolism,A0A6P1VFD3_9SYNC,Op1564
SGL_RS05355,SGL_RS05355,NC_000911.1,slr2007,747575,749038,+,cation:proton antiporter,Energy production and conversion,,Op1564
SGL_RS05360,SGL_RS05360,NC_000911.1,slr2008,749150,749500,+,cation:proton antiporter subunit C,Inorganic ion transport and metabolism,,Op1043
SGL_RS05365,SGL_RS05365,NC_000911.1,slr2009,749550,751037,+,cation:proton antiporter,Energy production and conversion,,Op180
SGL_RS05370,SGL_RS05370,NC_000911.1,slr2010,751034,751426,+,Na+/H+ antiporter subunit E,Inorganic ion transport and metabolism,A0A6P1VI10_9SYNC,Op180
SGL_RS05375,SGL_RS05375,NC_000911.1,ssr3409,751381,751674,+,hypothetical protein,No COG annotation,A0A6P1VGR6_9SYNC,Op180
SGL_RS05380,SGL_RS05380,NC_000911.1,ssr3410,751671,751967,+,monovalent cation/H(+) antiporter subunit G,Inorganic ion transport and metabolism,,Op180
SGL_RS05385,SGL_RS05385,NC_000911.1,slr2011,751960,752535,+,DUF4040 domain-containing protein,Inorganic ion transport and metabolism,,Op180
SGL_RS05390,SGL_RS05390,NC_000911.1,slr2012,752532,753179,+,Na(+)/H(+) antiporter subunit B,Inorganic ion transport and metabolism,,Op180
SGL_RS05395,SGL_RS05395,NC_000911.1,slr2013,753427,754734,+,DUF58 domain-containing protein,Function unknown,,Op1783
SGL_RS05400,SGL_RS05400,NC_000911.1,sll1924,754877,755497,-,Crp/Fnr family transcriptional regulator,Transcription,,Op2646
SGL_RS05405,SGL_RS05405,NC_000911.1,slr2015,756053,757195,+,prepilin-type N-terminal cleavage/methylation domain-containing protein,Cell motility,,Op1157
SGL_RS05410,SGL_RS05410,NC_000911.1,slr2016,757244,757720,+,type II secretion system protein,Cell motility,,Op1911
SGL_RS05415,SGL_RS05415,NC_000911.1,slr2017,757671,758753,+,prepilin-type N-terminal cleavage/methylation domain-containing protein,Cell motility,,Op1911
SGL_RS05420,SGL_RS05420,NC_000911.1,slr2018,758910,761228,+,hypothetical protein,Cell motility,,Op2604
SGL_RS05425,SGL_RS05425,NC_000911.1,slr2019,761482,763263,+,ABC transporter ATP-binding protein,Defense mechanisms,,Op789
SGL_RS05430,SGL_RS05430,NC_000911.1,sll1921,763317,764072,-,hypothetical protein,Function unknown,,Op1735
SGL_RS05435,SGL_RS05435,NC_000911.1,sll1920,764301,766538,-,heavy metal translocating P-type ATPase,Inorganic ion transport and metabolism,,Op441
SGL_RS05440,fabD,NC_000911.1,slr2023,766727,767608,+,ACP S-malonyltransferase,Lipid transport and metabolism,,Op2297
SGL_RS05445,SGL_RS05445,NC_000911.1,slr2024,767890,768432,+,response regulator,Signal transduction mechanisms,A0A6P1VCB6_9SYNC,Op2002
SGL_RS05450,SGL_RS05450,NC_000911.1,slr2025,768499,768960,+,YbjN domain-containing protein,Function unknown,,Op754
SGL_RS05455,hemW,NC_000911.1,sll1917,769053,770291,-,radical SAM family heme chaperone HemW,Coenzyme transport and metabolism,,Op870
SGL_RS05460,SGL_RS05460,NC_000911.1,sll1916,770288,770890,-,nicotinate-nucleotide adenylyltransferase,Nucleotide transport and metabolism,,Op870
SGL_RS05465,SGL_RS05465,NC_000911.1,sll1915,770930,771481,-,hypothetical protein,Amino acid transport and metabolism,A0A6P1VE86_9SYNC,Op870
SGL_RS05470,folP,NC_000911.1,slr2026,771651,772520,+,dihydropteroate synthase,Coenzyme transport and metabolism,,Op859
SGL_RS05475,SGL_RS05475,NC_000911.1,slr2027,772517,773905,+,glycosyltransferase family 39 protein,Cell wall/membrane/envelope biogenesis,,Op859
SGL_RS05480,SGL_RS05480,NC_000911.1,sll1913,773827,775626,-,FAD-dependent oxidoreductase,Energy production and conversion,,Op456
SGL_RS05485,SGL_RS05485,NC_000911.1,sll1912,775687,776061,-,putative toxin-antitoxin system toxin component%2C PIN family,Function unknown,,Op93
SGL_RS05490,SGL_RS05490,NC_000911.1,ssl3615,776058,776342,-,hypothetical protein,No COG annotation,,Op93
SGL_RS05495,SGL_RS05495,NC_000911.1,sll1911,776551,776937,-,hypothetical protein,No COG annotation,,Op2227
SGL_RS05500,SGL_RS05500,NC_000911.1,sll1910,777066,779411,-,ribonuclease R,"Translation, ribosomal structure and biogenesis",,Op1168
SGL_RS05505,SGL_RS05505,NC_000911.1,slr2030,780093,781448,+,TIGR03279 family radical SAM protein,Energy production and conversion,,Op2539
SGL_RS05510,SGL_RS05510,NC_000911.1,slr2031,781584,783011,+,PP2C family protein-serine/threonine phosphatase,Transcription,,Op1419
SGL_RS05515,SGL_RS05515,NC_000911.1,,783038,783307,+,hypothetical protein,No COG annotation,,
SGL_RS05520,argH,NC_000911.1,slr1133,783379,784764,+,argininosuccinate lyase,Amino acid transport and metabolism,,Op1655
SGL_RS05525,SGL_RS05525,NC_000911.1,slr1134,784769,785215,+,NUDIX hydrolase,Nucleotide transport and metabolism,,Op1655
SGL_RS05530,SGL_RS05530,NC_000911.1,slr1135,785665,787812,+,KAP family NTPase,No COG annotation,,Op494
SGL_RS05535,SGL_RS05535,NC_000911.1,sll1084,787809,790397,-,TIGR03960 family B12-binding radical SAM protein,Energy production and conversion,,Op1366
SGL_RS05540,SGL_RS05540,NC_000911.1,slr1136,790719,791717,+,cytochrome c oxidase subunit II,Energy production and conversion,,Op527
SGL_RS05545,ctaD,NC_000911.1,slr1137,791806,793461,+,cytochrome c oxidase subunit I,Energy production and conversion,,Op527
SGL_RS05550,ctaE,NC_000911.1,slr1138,793509,794210,+,cytochrome c oxidase subunit CtaE,Energy production and conversion,,Op1566
SGL_RS05555,SGL_RS05555,NC_000911.1,slr1139,794362,794691,+,thioredoxin,"Post-translational modification, protein turnover, and chaperones",A0A6P1VFJ5_9SYNC,Op1930
SGL_RS05560,SGL_RS05560,NC_000911.1,slr1140,794764,795900,+,DegT/DnrJ/EryC1/StrS family aminotransferase,Cell wall/membrane/envelope biogenesis,,Op2443
SGL_RS05565,SGL_RS05565,NC_000911.1,sll1082,795932,796732,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,Op1299
SGL_RS05570,SGL_RS05570,NC_000911.1,sll1081,796789,797631,-,ABC transporter permease,Inorganic ion transport and metabolism,,Op2638
SGL_RS05575,SGL_RS05575,NC_000911.1,sll1080,797734,798762,-,aliphatic sulfonate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,,Op376
SGL_RS05580,hypB,NC_000911.1,sll1079,798846,799535,-,hydrogenase nickel incorporation protein HypB,Transcription,,Op784
SGL_RS05585,hypA,NC_000911.1,sll1078,799596,799958,-,hydrogenase maturation nickel metallochaperone HypA,Function unknown,,Op784
SGL_RS05590,speB,NC_000911.1,sll1077,800034,801206,-,agmatinase,Amino acid transport and metabolism,,Op2114
SGL_RS05595,SGL_RS05595,NC_000911.1,slr1142,801643,802152,+,GAF domain-containing protein,Signal transduction mechanisms,,Op2413
SGL_RS05600,SGL_RS05600,NC_000911.1,slr1143,802207,803238,+,diguanylate cyclase,No COG annotation,,Op1748
SGL_RS05605,SGL_RS05605,NC_000911.1,sll1076,803466,806354,-,cation-transporting P-type ATPase,Inorganic ion transport and metabolism,,Op2240
SGL_RS05610,SGL_RS05610,NC_000911.1,,806452,806688,-,hypothetical protein,No COG annotation,,
SGL_RS05615,leuS,NC_000911.1,sll1074,806716,809325,-,leucine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op237
SGL_RS05620,gltS,NC_000911.1,slr1145,809450,810658,+,sodium/glutamate symporter,Amino acid transport and metabolism,,Op1790
SGL_RS18710,SGL_RS18710,NC_000911.1,,810922,811245,-,DUF3155 domain-containing protein,Function unknown,A0A6P1VDB6_9SYNC,
SGL_RS05630,SGL_RS05630,NC_000911.1,slr1147,811489,812793,+,GAF domain-containing sensor histidine kinase,Signal transduction mechanisms,,Op2681
SGL_RS05635,SGL_RS05635,NC_000911.1,slr1148,813028,813594,+,DUF4269 domain-containing protein,No COG annotation,,Op1676
SGL_RS05640,SGL_RS05640,NC_000911.1,slr1149,813799,815604,+,ABC transporter ATP-binding protein,Defense mechanisms,,Op367
SGL_RS05645,SGL_RS05645,NC_000911.1,slr1150,815703,816215,+,hypothetical protein,No COG annotation,,Op1448
SGL_RS05650,SGL_RS05650,NC_000911.1,sll1072,816298,816942,-,Uma2 family endonuclease,Function unknown,,Op1290
SGL_RS05655,SGL_RS05655,NC_000911.1,sll1071,816983,817810,-,TPM domain-containing protein,Function unknown,,Op1290
SGL_RS05660,tkt,NC_000911.1,sll1070,817967,819979,-,transketolase,Carbohydrate transport and metabolism,,Op2606
SGL_RS05665,fabF,NC_000911.1,sll1069,820102,821352,-,beta-ketoacyl-ACP synthase II,Lipid transport and metabolism,,Op1003
SGL_RS05670,acpP,NC_000911.1,ssl2084,821550,821783,-,acyl carrier protein,Lipid transport and metabolism,A0A6P1VCF2_9SYNC,Op1757
SGL_RS05670,acpP,NC_000911.1,ssl2084,821550,821783,-,acyl carrier protein,Lipid transport and metabolism,A0A068MY68_SYNY4,Op1757
SGL_RS05675,SGL_RS05675,NC_000911.1,sll1068,821993,822424,-,hypothetical protein,No COG annotation,,Op1756
SGL_RS05680,SGL_RS05680,NC_000911.1,ssl3451,822461,822706,-,DUF3148 domain-containing protein,Function unknown,A0A6P1VDC4_9SYNC,Op1756
SGL_RS05685,bfr,NC_000911.1,slr1890,822894,823367,+,bacterioferritin,Inorganic ion transport and metabolism,,Op1482
SGL_RS05690,SGL_RS05690,NC_000911.1,sll1825,823383,823973,-,short chain dehydrogenase,No COG annotation,A0A6P1VNX0_9SYNC,Op610
SGL_RS05695,rplY,NC_000911.1,,824228,824560,-,50S ribosomal protein L25,"Translation, ribosomal structure and biogenesis",,
SGL_RS05700,SGL_RS05700,NC_000911.1,sll1823,824584,825915,-,adenylosuccinate synthase,Nucleotide transport and metabolism,,Op750
SGL_RS05705,SGL_RS05705,NC_000911.1,ssl3446,826070,826249,-,DUF2949 domain-containing protein,No COG annotation,,Op2361
SGL_RS05710,rpmE,NC_000911.1,ssl3445,826637,826882,-,50S ribosomal protein L31,"Translation, ribosomal structure and biogenesis",,Op1183
SGL_RS05715,rpsI,NC_000911.1,sll1822,826935,827348,-,30S ribosomal protein S9,"Translation, ribosomal structure and biogenesis",A0A6P1VI64_9SYNC,Op2281
SGL_RS05720,rplM,NC_000911.1,sll1821,827348,827803,-,50S ribosomal protein L13,"Translation, ribosomal structure and biogenesis",,Op2281
SGL_RS05725,truA,NC_000911.1,sll1820,827868,828695,-,tRNA pseudouridine(38-40) synthase TruA,"Translation, ribosomal structure and biogenesis",,Op1078
SGL_RS05730,rplQ,NC_000911.1,sll1819,828713,829063,-,50S ribosomal protein L17,"Translation, ribosomal structure and biogenesis",A0A6P1VHE0_9SYNC,Op1078
SGL_RS05735,SGL_RS05735,NC_000911.1,sll1818,829141,830085,-,DNA-directed RNA polymerase subunit alpha,Transcription,,Op2514
SGL_RS05740,rpsK,NC_000911.1,sll1817,830194,830586,-,30S ribosomal protein S11,"Translation, ribosomal structure and biogenesis",A0A6P1VCG0_9SYNC,Op802
SGL_RS05745,rpsM,NC_000911.1,sll1816,830635,831018,-,30S ribosomal protein S13,"Translation, ribosomal structure and biogenesis",A0A6P1VFK7_9SYNC,Op802
SGL_RS18715,rpmJ,NC_000911.1,,831101,831217,-,50S ribosomal protein L36,No COG annotation,A0A6P1VDD5_9SYNC,
SGL_RS05750,infA,NC_000911.1,ssl3441,831355,831582,-,translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",A0A068N4L8_SYNY4,Op454
SGL_RS05750,infA,NC_000911.1,ssl3441,831355,831582,-,translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",A0A6P1VEH7_9SYNC,Op454
SGL_RS05755,SGL_RS05755,NC_000911.1,sll1815,831702,832259,-,adenylate kinase,Nucleotide transport and metabolism,,Op698
SGL_RS05760,secY,NC_000911.1,sll1814,832391,833719,-,preprotein translocase subunit SecY,"Intracellular trafficking, secretion, and vesicular transport",,Op2655
SGL_RS05765,rplO,NC_000911.1,sll1813,833821,834264,-,50S ribosomal protein L15,"Translation, ribosomal structure and biogenesis",A0A6P1VGY5_9SYNC,Op1556
SGL_RS05770,rpsE,NC_000911.1,sll1812,834333,834854,-,30S ribosomal protein S5,"Translation, ribosomal structure and biogenesis",A0A6P1VEQ6_9SYNC,Op531
SGL_RS05770,rpsE,NC_000911.1,sll1812,834333,834854,-,30S ribosomal protein S5,"Translation, ribosomal structure and biogenesis",A0A068MY90_SYNY4,Op531
